SessionID,congruency,Misspec
8,congruent,FALSE
8,incongruent,FALSE
8,incongruent,FALSE
8,congruent,FALSE
8,congruent,FALSE
8,congruent,FALSE
8,incongruent,TRUE
8,incongruent,FALSE
8,congruent,FALSE
8,congruent,FALSE
8,congruent,FALSE
8,incongruent,FALSE
8,incongruent,FALSE
8,congruent,FALSE
8,incongruent,FALSE
8,congruent,TRUE
8,incongruent,FALSE
8,incongruent,FALSE
8,congruent,FALSE
8,incongruent,FALSE
8,congruent,FALSE
8,congruent,FALSE
8,incongruent,FALSE
8,incongruent,FALSE
9,congruent,TRUE
9,incongruent,FALSE
9,incongruent,FALSE
9,congruent,FALSE
9,incongruent,FALSE
9,incongruent,FALSE
9,congruent,FALSE
9,congruent,FALSE
9,congruent,FALSE
9,incongruent,FALSE
9,incongruent,FALSE
9,congruent,FALSE
9,incongruent,FALSE
9,incongruent,FALSE
9,congruent,FALSE
9,congruent,FALSE
9,congruent,FALSE
9,incongruent,FALSE
9,incongruent,FALSE
9,incongruent,TRUE
9,congruent,FALSE
9,incongruent,FALSE
9,congruent,FALSE
9,congruent,FALSE
9,congruent,FALSE
9,incongruent,FALSE
9,incongruent,FALSE
9,congruent,TRUE
9,incongruent,FALSE
9,incongruent,FALSE
9,congruent,FALSE
9,congruent,FALSE
9,incongruent,TRUE
9,congruent,FALSE
9,incongruent,FALSE
9,incongruent,FALSE
9,congruent,FALSE
9,congruent,FALSE
10,congruent,FALSE
10,incongruent,FALSE
10,congruent,TRUE
10,incongruent,TRUE
10,incongruent,FALSE
10,incongruent,FALSE
10,congruent,FALSE
10,incongruent,FALSE
10,congruent,TRUE
10,incongruent,FALSE
10,congruent,FALSE
10,congruent,TRUE
10,congruent,FALSE
10,incongruent,FALSE
10,incongruent,FALSE
10,incongruent,FALSE
10,congruent,FALSE
10,congruent,FALSE
10,congruent,FALSE
10,incongruent,TRUE
10,congruent,FALSE
10,incongruent,FALSE
10,incongruent,FALSE
10,incongruent,FALSE
10,congruent,FALSE
10,congruent,FALSE
10,congruent,FALSE
10,congruent,FALSE
10,incongruent,FALSE
10,congruent,FALSE
10,incongruent,FALSE
10,incongruent,FALSE
10,congruent,TRUE
10,congruent,FALSE
10,incongruent,FALSE
10,incongruent,FALSE
10,congruent,FALSE
15,incongruent,FALSE
15,congruent,FALSE
15,incongruent,TRUE
15,congruent,FALSE
15,congruent,FALSE
15,incongruent,TRUE
15,congruent,FALSE
15,incongruent,TRUE
15,incongruent,FALSE
15,congruent,FALSE
15,congruent,FALSE
15,incongruent,FALSE
15,incongruent,FALSE
15,congruent,TRUE
15,incongruent,FALSE
15,congruent,FALSE
15,congruent,FALSE
15,incongruent,FALSE
15,congruent,TRUE
15,congruent,FALSE
15,incongruent,FALSE
15,incongruent,FALSE
15,congruent,TRUE
15,incongruent,TRUE
15,congruent,FALSE
15,congruent,FALSE
15,incongruent,FALSE
15,congruent,TRUE
15,incongruent,FALSE
15,incongruent,FALSE
15,congruent,FALSE
15,incongruent,FALSE
15,congruent,TRUE
15,congruent,FALSE
15,congruent,FALSE
15,incongruent,TRUE
15,incongruent,FALSE
16,congruent,TRUE
16,congruent,TRUE
16,incongruent,FALSE
16,incongruent,TRUE
16,congruent,TRUE
16,incongruent,FALSE
16,congruent,FALSE
16,incongruent,FALSE
16,incongruent,TRUE
16,incongruent,FALSE
16,congruent,TRUE
16,congruent,FALSE
16,incongruent,TRUE
16,congruent,TRUE
16,incongruent,FALSE
16,congruent,FALSE
16,incongruent,FALSE
16,congruent,FALSE
16,incongruent,FALSE
16,congruent,FALSE
16,incongruent,FALSE
16,incongruent,FALSE
16,congruent,FALSE
16,congruent,FALSE
16,incongruent,FALSE
16,congruent,FALSE
16,incongruent,FALSE
16,incongruent,FALSE
16,congruent,FALSE
16,congruent,FALSE
16,incongruent,FALSE
16,congruent,FALSE
16,incongruent,FALSE
16,incongruent,FALSE
16,congruent,FALSE
16,congruent,FALSE
16,incongruent,FALSE
16,congruent,FALSE
16,incongruent,FALSE
17,incongruent,TRUE
17,congruent,FALSE
17,congruent,FALSE
17,incongruent,FALSE
17,congruent,FALSE
17,congruent,FALSE
17,incongruent,TRUE
17,incongruent,FALSE
17,congruent,FALSE
17,incongruent,FALSE
17,incongruent,FALSE
17,incongruent,TRUE
17,congruent,FALSE
17,incongruent,FALSE
17,congruent,FALSE
17,incongruent,FALSE
17,incongruent,TRUE
17,congruent,TRUE
17,congruent,FALSE
17,congruent,FALSE
17,incongruent,FALSE
17,congruent,FALSE
17,incongruent,FALSE
17,incongruent,FALSE
17,congruent,FALSE
17,congruent,FALSE
17,incongruent,FALSE
17,incongruent,FALSE
17,congruent,FALSE
17,congruent,FALSE
17,incongruent,FALSE
17,congruent,FALSE
17,congruent,FALSE
17,incongruent,FALSE
17,congruent,FALSE
17,incongruent,FALSE
17,congruent,TRUE
17,incongruent,FALSE
18,incongruent,TRUE
18,incongruent,TRUE
18,congruent,TRUE
18,incongruent,FALSE
18,incongruent,TRUE
18,congruent,TRUE
18,incongruent,TRUE
18,congruent,TRUE
18,congruent,TRUE
18,congruent,FALSE
18,congruent,TRUE
18,incongruent,FALSE
18,incongruent,TRUE
18,incongruent,TRUE
18,congruent,TRUE
18,congruent,TRUE
18,incongruent,TRUE
18,incongruent,TRUE
18,congruent,FALSE
18,incongruent,FALSE
18,congruent,TRUE
18,incongruent,TRUE
18,congruent,TRUE
18,congruent,FALSE
18,incongruent,FALSE
18,incongruent,FALSE
18,congruent,FALSE
18,incongruent,TRUE
18,congruent,TRUE
18,incongruent,FALSE
18,incongruent,TRUE
18,congruent,TRUE
19,incongruent,FALSE
19,congruent,TRUE
19,congruent,FALSE
19,congruent,TRUE
19,incongruent,FALSE
19,incongruent,TRUE
19,congruent,TRUE
19,congruent,FALSE
19,incongruent,TRUE
19,congruent,TRUE
19,incongruent,FALSE
19,incongruent,TRUE
19,congruent,FALSE
19,incongruent,FALSE
19,congruent,FALSE
19,incongruent,FALSE
19,incongruent,TRUE
19,congruent,TRUE
19,congruent,TRUE
19,incongruent,TRUE
19,incongruent,FALSE
19,incongruent,FALSE
19,congruent,TRUE
19,congruent,FALSE
19,incongruent,FALSE
19,incongruent,TRUE
19,congruent,TRUE
19,congruent,FALSE
19,congruent,TRUE
19,incongruent,TRUE
19,incongruent,FALSE
19,congruent,FALSE
20,incongruent,FALSE
20,congruent,FALSE
20,incongruent,TRUE
20,congruent,FALSE
20,congruent,FALSE
20,incongruent,FALSE
20,incongruent,FALSE
20,congruent,FALSE
20,incongruent,FALSE
20,congruent,FALSE
20,congruent,TRUE
20,congruent,TRUE
20,congruent,TRUE
20,incongruent,FALSE
20,incongruent,FALSE
20,incongruent,FALSE
20,congruent,FALSE
20,incongruent,FALSE
20,congruent,FALSE
20,incongruent,FALSE
20,incongruent,FALSE
20,congruent,FALSE
20,congruent,FALSE
20,congruent,TRUE
20,incongruent,FALSE
20,congruent,TRUE
20,incongruent,FALSE
20,incongruent,FALSE
20,congruent,FALSE
20,congruent,FALSE
20,incongruent,FALSE
20,congruent,FALSE
20,incongruent,FALSE
20,congruent,FALSE
20,incongruent,FALSE
20,congruent,FALSE
20,congruent,FALSE
20,incongruent,FALSE
20,incongruent,FALSE
21,congruent,FALSE
21,incongruent,FALSE
21,congruent,FALSE
21,incongruent,FALSE
21,incongruent,TRUE
21,congruent,FALSE
21,congruent,TRUE
21,incongruent,TRUE
21,congruent,TRUE
21,incongruent,FALSE
21,congruent,FALSE
21,incongruent,TRUE
21,incongruent,FALSE
21,congruent,TRUE
21,congruent,FALSE
21,congruent,FALSE
21,incongruent,FALSE
21,incongruent,FALSE
21,incongruent,FALSE
21,congruent,FALSE
21,incongruent,TRUE
21,congruent,FALSE
21,congruent,FALSE
21,congruent,FALSE
21,incongruent,FALSE
21,incongruent,TRUE
21,congruent,FALSE
21,incongruent,FALSE
21,congruent,FALSE
21,incongruent,FALSE
21,incongruent,FALSE
21,congruent,FALSE
21,incongruent,FALSE
21,congruent,FALSE
21,incongruent,FALSE
21,congruent,FALSE
21,congruent,FALSE
21,incongruent,FALSE
22,congruent,TRUE
22,incongruent,FALSE
22,congruent,FALSE
22,congruent,TRUE
22,incongruent,FALSE
22,incongruent,FALSE
22,congruent,FALSE
22,incongruent,FALSE
22,incongruent,FALSE
22,congruent,TRUE
22,incongruent,FALSE
22,congruent,FALSE
22,congruent,FALSE
22,incongruent,FALSE
22,incongruent,TRUE
22,congruent,FALSE
22,congruent,FALSE
22,incongruent,FALSE
22,congruent,TRUE
22,incongruent,FALSE
22,incongruent,FALSE
22,congruent,FALSE
22,incongruent,FALSE
22,incongruent,FALSE
22,congruent,FALSE
22,congruent,FALSE
22,incongruent,FALSE
22,congruent,FALSE
22,incongruent,FALSE
22,congruent,FALSE
22,congruent,TRUE
22,incongruent,FALSE
22,incongruent,FALSE
22,congruent,FALSE
22,incongruent,FALSE
22,congruent,FALSE
22,incongruent,FALSE
23,incongruent,TRUE
23,incongruent,FALSE
23,congruent,TRUE
23,incongruent,FALSE
23,incongruent,TRUE
23,congruent,FALSE
23,congruent,TRUE
23,congruent,TRUE
23,incongruent,FALSE
23,congruent,FALSE
23,incongruent,FALSE
23,congruent,TRUE
23,incongruent,TRUE
23,incongruent,FALSE
23,congruent,FALSE
23,congruent,FALSE
23,congruent,FALSE
23,incongruent,FALSE
23,incongruent,FALSE
23,congruent,TRUE
23,incongruent,FALSE
23,incongruent,FALSE
23,incongruent,TRUE
23,incongruent,FALSE
23,congruent,FALSE
23,congruent,TRUE
23,incongruent,FALSE
23,congruent,FALSE
23,congruent,FALSE
23,incongruent,FALSE
23,incongruent,FALSE
23,congruent,FALSE
23,incongruent,FALSE
23,congruent,FALSE
23,incongruent,FALSE
23,congruent,FALSE
24,incongruent,FALSE
24,congruent,TRUE
24,congruent,TRUE
24,incongruent,FALSE
24,congruent,TRUE
24,incongruent,TRUE
24,congruent,FALSE
24,incongruent,FALSE
24,congruent,FALSE
24,congruent,FALSE
24,incongruent,FALSE
24,incongruent,FALSE
24,incongruent,FALSE
24,congruent,FALSE
24,congruent,TRUE
24,congruent,FALSE
24,incongruent,FALSE
24,incongruent,FALSE
24,congruent,TRUE
24,congruent,TRUE
24,congruent,FALSE
24,incongruent,TRUE
24,congruent,FALSE
24,incongruent,TRUE
24,congruent,FALSE
24,incongruent,FALSE
24,incongruent,FALSE
24,incongruent,FALSE
24,congruent,TRUE
24,congruent,FALSE
24,congruent,FALSE
24,congruent,TRUE
24,incongruent,TRUE
24,incongruent,FALSE
24,incongruent,TRUE
24,congruent,TRUE
25,incongruent,TRUE
25,incongruent,FALSE
25,congruent,FALSE
25,congruent,FALSE
25,congruent,FALSE
25,congruent,FALSE
25,incongruent,FALSE
25,incongruent,FALSE
25,congruent,FALSE
25,congruent,FALSE
25,incongruent,FALSE
25,incongruent,TRUE
25,congruent,FALSE
25,incongruent,FALSE
25,congruent,FALSE
25,incongruent,TRUE
25,incongruent,TRUE
25,congruent,FALSE
25,incongruent,FALSE
25,congruent,FALSE
25,incongruent,FALSE
25,congruent,TRUE
25,incongruent,FALSE
25,congruent,FALSE
25,incongruent,FALSE
25,congruent,FALSE
25,incongruent,FALSE
25,incongruent,FALSE
25,congruent,FALSE
25,congruent,FALSE
25,congruent,FALSE
25,incongruent,TRUE
25,incongruent,FALSE
25,congruent,TRUE
25,incongruent,FALSE
25,congruent,FALSE
25,incongruent,FALSE
25,congruent,FALSE
26,congruent,FALSE
26,congruent,FALSE
26,incongruent,FALSE
26,congruent,FALSE
26,incongruent,FALSE
26,congruent,FALSE
26,incongruent,FALSE
26,congruent,FALSE
26,congruent,FALSE
26,incongruent,FALSE
26,incongruent,FALSE
26,congruent,FALSE
26,congruent,FALSE
26,incongruent,FALSE
26,incongruent,FALSE
26,incongruent,FALSE
26,congruent,FALSE
26,congruent,FALSE
26,incongruent,FALSE
26,congruent,FALSE
26,congruent,FALSE
26,incongruent,FALSE
26,incongruent,FALSE
26,congruent,FALSE
26,incongruent,FALSE
26,congruent,FALSE
26,incongruent,FALSE
26,congruent,FALSE
26,congruent,FALSE
26,incongruent,FALSE
26,congruent,FALSE
26,incongruent,FALSE
26,congruent,FALSE
26,incongruent,FALSE
26,incongruent,FALSE
26,incongruent,FALSE
26,congruent,FALSE
26,congruent,FALSE
27,incongruent,FALSE
27,incongruent,FALSE
27,congruent,TRUE
27,congruent,FALSE
27,incongruent,FALSE
27,congruent,TRUE
27,congruent,FALSE
27,incongruent,FALSE
27,incongruent,FALSE
27,incongruent,TRUE
27,congruent,FALSE
27,congruent,FALSE
27,incongruent,FALSE
27,incongruent,FALSE
27,congruent,FALSE
27,congruent,FALSE
27,congruent,FALSE
27,incongruent,FALSE
27,congruent,FALSE
27,incongruent,FALSE
27,incongruent,FALSE
27,congruent,FALSE
27,congruent,FALSE
27,incongruent,FALSE
27,incongruent,FALSE
27,congruent,FALSE
27,congruent,TRUE
27,incongruent,FALSE
27,congruent,FALSE
27,congruent,TRUE
27,incongruent,FALSE
27,incongruent,FALSE
27,congruent,FALSE
27,congruent,TRUE
27,incongruent,FALSE
27,congruent,FALSE
27,incongruent,FALSE
27,congruent,TRUE
27,incongruent,FALSE
28,congruent,TRUE
28,incongruent,TRUE
28,incongruent,FALSE
28,incongruent,FALSE
28,congruent,FALSE
28,incongruent,TRUE
28,congruent,TRUE
28,congruent,TRUE
28,incongruent,FALSE
28,incongruent,FALSE
28,congruent,FALSE
28,incongruent,FALSE
28,congruent,TRUE
28,incongruent,TRUE
28,incongruent,FALSE
28,congruent,TRUE
28,congruent,FALSE
28,incongruent,FALSE
28,incongruent,TRUE
28,congruent,TRUE
28,congruent,FALSE
28,incongruent,FALSE
28,congruent,FALSE
28,incongruent,TRUE
28,congruent,TRUE
28,incongruent,FALSE
28,incongruent,FALSE
28,incongruent,FALSE
28,congruent,TRUE
28,congruent,FALSE
28,congruent,FALSE
28,congruent,FALSE
28,incongruent,FALSE
28,incongruent,FALSE
28,incongruent,FALSE
28,incongruent,FALSE
28,congruent,TRUE
28,congruent,FALSE
29,congruent,FALSE
29,incongruent,FALSE
29,congruent,FALSE
29,incongruent,FALSE
29,congruent,FALSE
29,incongruent,TRUE
29,incongruent,FALSE
29,congruent,TRUE
29,congruent,FALSE
29,incongruent,FALSE
29,congruent,TRUE
29,incongruent,FALSE
29,congruent,FALSE
29,incongruent,FALSE
29,congruent,FALSE
29,incongruent,TRUE
29,incongruent,FALSE
29,congruent,TRUE
29,incongruent,FALSE
29,congruent,FALSE
29,congruent,FALSE
29,incongruent,TRUE
29,incongruent,FALSE
29,incongruent,FALSE
29,congruent,FALSE
29,congruent,FALSE
29,congruent,FALSE
29,incongruent,FALSE
29,incongruent,TRUE
29,congruent,FALSE
29,incongruent,FALSE
29,incongruent,FALSE
29,congruent,FALSE
29,incongruent,FALSE
29,congruent,FALSE
30,congruent,FALSE
30,incongruent,TRUE
30,congruent,FALSE
30,incongruent,FALSE
30,incongruent,TRUE
30,congruent,FALSE
30,incongruent,FALSE
30,congruent,FALSE
30,incongruent,FALSE
30,congruent,FALSE
30,congruent,FALSE
30,incongruent,FALSE
30,incongruent,FALSE
30,congruent,FALSE
30,incongruent,FALSE
30,incongruent,FALSE
30,congruent,FALSE
30,congruent,TRUE
30,incongruent,FALSE
30,congruent,FALSE
30,congruent,FALSE
30,incongruent,FALSE
30,incongruent,FALSE
30,congruent,FALSE
30,incongruent,FALSE
30,congruent,FALSE
30,congruent,FALSE
30,congruent,FALSE
30,incongruent,FALSE
30,incongruent,FALSE
30,incongruent,FALSE
30,congruent,FALSE
30,incongruent,FALSE
30,congruent,FALSE
30,congruent,FALSE
30,incongruent,FALSE
30,congruent,FALSE
31,incongruent,FALSE
31,congruent,FALSE
31,congruent,FALSE
31,incongruent,FALSE
31,congruent,FALSE
31,incongruent,FALSE
31,incongruent,FALSE
31,incongruent,FALSE
31,congruent,FALSE
31,congruent,FALSE
31,incongruent,FALSE
31,congruent,FALSE
31,congruent,FALSE
31,incongruent,FALSE
31,incongruent,FALSE
31,congruent,FALSE
31,incongruent,FALSE
31,congruent,FALSE
31,congruent,FALSE
31,incongruent,FALSE
31,incongruent,FALSE
31,congruent,FALSE
31,incongruent,FALSE
31,incongruent,FALSE
31,congruent,TRUE
31,congruent,FALSE
31,congruent,TRUE
31,incongruent,FALSE
31,congruent,FALSE
31,incongruent,FALSE
31,congruent,FALSE
31,incongruent,FALSE
31,congruent,FALSE
31,incongruent,FALSE
31,incongruent,FALSE
31,incongruent,FALSE
31,congruent,FALSE
31,congruent,FALSE
32,incongruent,FALSE
32,congruent,FALSE
32,congruent,TRUE
32,incongruent,FALSE
32,congruent,TRUE
32,incongruent,FALSE
32,congruent,FALSE
32,incongruent,FALSE
32,congruent,FALSE
32,incongruent,FALSE
32,congruent,FALSE
32,incongruent,FALSE
32,incongruent,FALSE
32,incongruent,FALSE
32,congruent,FALSE
32,incongruent,FALSE
32,congruent,FALSE
32,congruent,FALSE
32,incongruent,FALSE
32,incongruent,TRUE
32,congruent,FALSE
32,incongruent,FALSE
32,incongruent,FALSE
32,congruent,FALSE
32,congruent,FALSE
32,incongruent,FALSE
32,incongruent,FALSE
32,congruent,FALSE
32,incongruent,FALSE
32,congruent,FALSE
32,congruent,FALSE
32,incongruent,FALSE
32,congruent,FALSE
32,incongruent,FALSE
32,congruent,FALSE
32,incongruent,FALSE
32,incongruent,TRUE
32,congruent,TRUE
33,congruent,TRUE
33,incongruent,FALSE
33,congruent,FALSE
33,incongruent,FALSE
33,incongruent,FALSE
33,congruent,FALSE
33,incongruent,FALSE
33,congruent,FALSE
33,congruent,FALSE
33,incongruent,FALSE
33,congruent,FALSE
33,incongruent,FALSE
33,incongruent,FALSE
33,incongruent,FALSE
33,congruent,TRUE
33,congruent,FALSE
33,congruent,FALSE
33,congruent,FALSE
33,incongruent,FALSE
33,incongruent,FALSE
33,incongruent,FALSE
33,incongruent,FALSE
33,congruent,FALSE
33,congruent,FALSE
33,incongruent,FALSE
33,incongruent,FALSE
33,congruent,FALSE
33,congruent,FALSE
33,congruent,FALSE
33,congruent,FALSE
33,incongruent,FALSE
33,incongruent,FALSE
33,congruent,FALSE
33,congruent,FALSE
33,incongruent,FALSE
33,congruent,FALSE
33,incongruent,FALSE
33,incongruent,FALSE
33,congruent,FALSE
34,incongruent,TRUE
34,incongruent,TRUE
34,congruent,FALSE
34,congruent,TRUE
34,incongruent,FALSE
34,congruent,FALSE
34,incongruent,FALSE
34,incongruent,FALSE
34,congruent,FALSE
34,incongruent,FALSE
34,congruent,FALSE
34,congruent,FALSE
34,congruent,TRUE
34,incongruent,FALSE
34,incongruent,FALSE
34,congruent,TRUE
34,incongruent,FALSE
34,incongruent,FALSE
34,congruent,FALSE
34,congruent,FALSE
34,incongruent,FALSE
34,incongruent,FALSE
34,congruent,FALSE
34,incongruent,FALSE
34,congruent,FALSE
34,incongruent,FALSE
34,congruent,FALSE
34,incongruent,FALSE
34,incongruent,TRUE
34,congruent,FALSE
34,congruent,FALSE
34,congruent,FALSE
34,incongruent,FALSE
34,congruent,FALSE
34,incongruent,FALSE
34,incongruent,FALSE
34,incongruent,FALSE
34,congruent,TRUE
34,congruent,FALSE
35,congruent,TRUE
35,incongruent,TRUE
35,congruent,FALSE
35,congruent,TRUE
35,incongruent,FALSE
35,congruent,FALSE
35,incongruent,TRUE
35,incongruent,FALSE
35,congruent,FALSE
35,incongruent,FALSE
35,congruent,FALSE
35,congruent,TRUE
35,incongruent,FALSE
35,incongruent,FALSE
35,incongruent,FALSE
35,congruent,FALSE
35,incongruent,TRUE
35,congruent,TRUE
35,incongruent,FALSE
35,congruent,FALSE
35,incongruent,TRUE
35,congruent,FALSE
35,congruent,TRUE
35,incongruent,FALSE
35,congruent,TRUE
35,incongruent,TRUE
35,incongruent,FALSE
35,incongruent,FALSE
35,congruent,FALSE
35,congruent,FALSE
35,incongruent,FALSE
35,congruent,FALSE
35,incongruent,FALSE
35,congruent,TRUE
35,incongruent,TRUE
35,incongruent,FALSE
35,congruent,FALSE
35,congruent,FALSE
36,congruent,FALSE
36,incongruent,FALSE
36,incongruent,TRUE
36,congruent,FALSE
36,congruent,TRUE
36,incongruent,TRUE
36,congruent,FALSE
36,congruent,FALSE
36,incongruent,FALSE
36,congruent,TRUE
36,incongruent,FALSE
36,incongruent,TRUE
36,congruent,FALSE
36,congruent,FALSE
36,incongruent,FALSE
36,congruent,FALSE
36,incongruent,FALSE
36,congruent,FALSE
36,incongruent,FALSE
36,congruent,TRUE
36,incongruent,FALSE
36,incongruent,FALSE
36,congruent,TRUE
36,congruent,TRUE
36,incongruent,TRUE
36,incongruent,FALSE
36,incongruent,FALSE
36,congruent,FALSE
36,congruent,TRUE
36,incongruent,FALSE
36,congruent,FALSE
36,congruent,FALSE
36,incongruent,TRUE
36,incongruent,TRUE
36,congruent,FALSE
37,incongruent,FALSE
37,incongruent,FALSE
37,congruent,FALSE
37,congruent,TRUE
37,congruent,TRUE
37,incongruent,TRUE
37,incongruent,FALSE
37,congruent,FALSE
37,congruent,FALSE
37,incongruent,FALSE
37,congruent,FALSE
37,congruent,FALSE
37,incongruent,TRUE
37,congruent,FALSE
37,congruent,FALSE
37,incongruent,FALSE
37,incongruent,FALSE
37,congruent,FALSE
37,congruent,FALSE
37,incongruent,FALSE
37,incongruent,FALSE
37,incongruent,FALSE
37,congruent,FALSE
